Title,House_address,Area,House_layout,Rent
整租·君悦华庭 2室2厅 东南,南明区,94.00㎡,2室2厅1卫,3300 元/月
,,,,
整租·金狮小区巫峰苑 4室3厅 南,云岩区,185.00㎡,4室3厅2卫,1500 元/月
,,,,
整租·万科玲珑湾 3室2厅 南,云岩区,150.00㎡,3室2厅2卫,3800 元/月
,,,,
整租·金茂·观山湖 3室2厅 西南,观山湖区,125.00㎡,3室2厅2卫,1800 元/月
,,,,
整租·优品道·优品城邦 3室2厅 东南/南/西南,白云区,86.00㎡,3室2厅1卫,1900 元/月
,,,,
整租·万科理想城D区 3室2厅 东南/南,观山湖区,108.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·金融π公寓 1室1厅 南,观山湖区,50.00㎡,1室1厅1卫,3000 元/月
,,,,
整租·金融橙公寓 1室1厅 西南,观山湖区,43.00㎡,1室1厅1卫,1300 元/月
,,,,
整租·保利温泉新城三期 4室2厅 东南,乌当区,205.00㎡,4室2厅2卫,4800 元/月
,,,,
整租·碧桂园龙城府 4室2厅 西南,贵州双龙航空港经济区,193.00㎡,4室2厅4卫,3500 元/月
,,,,
整租·金融π公寓 1室1厅 东南,观山湖区,50.00㎡,1室1厅1卫,3000 元/月
,,,,
整租·兴关北巷12号 1室2厅 南/北,南明区,50.00㎡,1室2厅1卫,900 元/月
,,,,
整租·金融城MAX 4室2厅 南,观山湖区,305.00㎡,4室2厅0卫,15200 元/月
,,,,
整租·北大资源缤纷广场 2室1厅 南,花溪区,85.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·花果园V区 2室2厅 南,南明区,70.00㎡,2室2厅1卫,1608 元/月
,,,,
整租·花果园K区 3室2厅 南,南明区,100.00㎡,3室2厅2卫,2400 元/月
,,,,
整租·首钢贵州之光光逸组团 2室2厅 东南,南明区,87.00㎡,2室2厅1卫,2400 元/月
,,,,
整租·邮政综合大厦 3室2厅 东南,云岩区,107.00㎡,3室2厅1卫,2700 元/月
,,,,
整租·恒大金阳新世界珑誉 2室2厅 南/北,白云区,89.00㎡,2室2厅1卫,2500 元/月
,,,,
整租·金阳红街 1室0厅 南,观山湖区,70.00㎡,1室0厅1卫,1400 元/月
,,,,
整租·花果园C区 2室1厅 东南,南明区,70.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·龙凯苑 3室2厅 南,观山湖区,110.00㎡,3室2厅1卫,2500 元/月
,,,,
整租·金融π公寓 1室1厅 南,观山湖区,45.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·市北路121号 2室1厅 东南,云岩区,68.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·龙锦苑 3室2厅 南,观山湖区,115.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·花果园V区 3室2厅 东北,南明区,120.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·碧桂园·印象花溪 3室2厅 东南,花溪区,108.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·美的林城时代北区 3室2厅 南,观山湖区,99.00㎡,3室2厅1卫,3200 元/月
,,,,
整租·精彩城 3室2厅 南/北,花溪区,116.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·融创·云麓长林 3室2厅 南/北,白云区,106.00㎡,3室2厅1卫,2200 元/月
,,,,
整租·中天甜蜜小镇南组团 2室1厅 南,云岩区,61.90㎡,2室1厅1卫,1300 元/月
,,,,
整租·碧桂园学府1号 3室2厅 东南,花溪区,115.00㎡,3室2厅2卫,2200 元/月
,,,,
整租·未来方舟F4组团 3室2厅 南,云岩区,107.00㎡,3室2厅2卫,3600 元/月
,,,,
整租·万科劲嘉金域华府 3室2厅 东/西,花溪区,88.40㎡,3室2厅1卫,2400 元/月
,,,,
整租·西南上城博士府 4室2厅 东南,观山湖区,142.00㎡,4室2厅2卫,2200 元/月
,,,,
整租·檀溪谷 3室2厅 东南,云岩区,130.00㎡,3室2厅2卫,2300 元/月
,,,,
整租·贵阳恒大帝景 3室2厅 南,云岩区,106.82㎡,3室2厅2卫,1800 元/月
,,,,
整租·未来方舟G1组团 4室2厅 南,云岩区,155.00㎡,4室2厅2卫,5500 元/月
,,,,
整租·美的国宾府 3室2厅 南/西北,花溪区,102.00㎡,3室2厅2卫,1300 元/月
,,,,
整租·环南巷34号 3室1厅 东南,南明区,80.00㎡,3室1厅1卫,1000 元/月
,,,,
整租·贵阳宇虹万花城 3室2厅 南,观山湖区,123.00㎡,3室2厅2卫,2300 元/月
,,,,
整租·保利凤凰湾 2室1厅 南,南明区,77.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·建设路 3室1厅 东,白云区,90.00㎡,3室1厅1卫,1200 元/月
,,,,
整租·未来方舟F4组团 1室0厅 南,云岩区,35.00㎡,1室0厅1卫,1050 元/月
,,,,
整租·樱花巷2号 3室1厅 东南,云岩区,80.00㎡,3室1厅1卫,1400 元/月
,,,,
整租·花果园T1区 3室1厅 南,南明区,99.00㎡,3室1厅1卫,2000 元/月
,,,,
整租·万科城A区 3室1厅 东南/南,云岩区,80.00㎡,3室1厅1卫,1800 元/月
,,,,
整租·花果园U区 3室2厅 东南,南明区,100.00㎡,3室2厅2卫,1900 元/月
,,,,
整租·优品道.现代城 2室2厅 南,白云区,78.00㎡,2室2厅1卫,1600 元/月
,,,,
整租·鸿基桂苑 2室1厅 东南,云岩区,72.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·护国路52号 3室1厅 东南,南明区,78.00㎡,3室1厅1卫,1500 元/月
,,,,
整租·如意苑(南明区) 2室2厅 东南,南明区,96.00㎡,2室2厅1卫,2000 元/月
,,,,
整租·动力厂宿舍 2室1厅 南,花溪区,53.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·金狮小区顺海苑 3室2厅 西南,云岩区,95.00㎡,3室2厅1卫,1500 元/月
,,,,
整租·中央国际智苑 3室2厅 西,云岩区,96.00㎡,3室2厅1卫,2290 元/月
,,,,
整租·富源中路70号 1室1厅 南,南明区,42.00㎡,1室1厅1卫,500 元/月
,,,,
整租·美的林城时代美居苑 3室2厅 北,观山湖区,110.00㎡,3室2厅2卫,3000 元/月
,,,,
整租·贵阳恒大文化旅游城 3室2厅 东南,花溪区,93.00㎡,3室2厅1卫,1400 元/月
,,,,
整租·小城故事 3室2厅 东南,花溪区,132.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·万科劲嘉金域华府 3室2厅 西南/东北,花溪区,123.45㎡,3室2厅2卫,2200 元/月
,,,,
整租·美的林城时代南区 3室2厅 南,观山湖区,108.00㎡,3室2厅2卫,3500 元/月
,,,,
整租·花果园C区 2室1厅 西南,南明区,76.00㎡,2室1厅1卫,1800 元/月
,,,,
整租·地矿小区 2室1厅 南,云岩区,65.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·恒大雅苑 3室2厅 南,乌当区,123.00㎡,3室2厅2卫,1900 元/月
,,,,
整租·貴山苑 3室2厅 东南,云岩区,113.00㎡,3室2厅2卫,3800 元/月
,,,,
整租·馨月楼 3室2厅 东南,南明区,126.83㎡,3室2厅2卫,3300 元/月
,,,,
整租·香港城 4室2厅 东南,花溪区,138.00㎡,4室2厅1卫,1600 元/月
,,,,
整租·中天世纪新城四组团 3室2厅 东南,云岩区,120.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·黔灵山国际社区 2室2厅 东南/西北,云岩区,85.00㎡,2室2厅1卫,2200 元/月
,,,,
整租·保利凤凰湾 1室1厅 北,南明区,38.20㎡,1室1厅1卫,960 元/月
,,,,
整租·北大资源梦想城 1室1厅 南,观山湖区,42.00㎡,1室1厅1卫,1300 元/月
,,,,
整租·首钢贵州之光光璟组团 4室2厅 南,南明区,140.00㎡,4室2厅2卫,1500 元/月
,,,,
整租·中天未来方舟D3组团 1室0厅 东南,云岩区,53.00㎡,1室0厅1卫,1400 元/月
,,,,
整租·花果园一期 3室2厅 东南,南明区,100.00㎡,3室2厅1卫,2400 元/月
,,,,
整租·金元国际新城北区 3室2厅 南,观山湖区,135.45㎡,3室2厅2卫,3000 元/月
,,,,
整租·花果园B北区 4室2厅 南,南明区,134.00㎡,4室2厅2卫,3500 元/月
,,,,
整租·花果园C区 3室2厅 东南,南明区,86.67㎡,3室2厅1卫,2300 元/月
,,,,
整租·吟峰苑 4室2厅 西南,云岩区,151.00㎡,4室2厅2卫,3200 元/月
,,,,
整租·中建华府（松柏路） 2室2厅 南,云岩区,95.00㎡,2室2厅1卫,2700 元/月
,,,,
整租·首开紫郡 4室2厅 南,南明区,133.00㎡,4室2厅2卫,4500 元/月
,,,,
整租·恒大绿洲 2室1厅 西,白云区,81.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·未来方舟E7组团 2室2厅 东南,南明区,50.00㎡,2室2厅1卫,2300 元/月
,,,,
整租·花果园K区 2室1厅 东,南明区,78.00㎡,2室1厅1卫,1700 元/月
,,,,
整租·腾祥迈德国际 2室1厅 南,观山湖区,108.00㎡,2室1厅0卫,5000 元/月
,,,,
整租·瑞金南路121号 2室1厅 东/南,南明区,70.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·贵阳恒大帝景 2室1厅 南,云岩区,81.50㎡,2室1厅1卫,2000 元/月
,,,,
整租·中天长岭阳光 4室2厅 南,观山湖区,166.00㎡,4室2厅3卫,3500 元/月
,,,,
整租·玉田坝高层住宅 3室0厅 南/北,南明区,70.00㎡,3室0厅0卫,2800 元/月
,,,,
整租·卧龙山庄 3室2厅 南,南明区,124.00㎡,3室2厅2卫,1800 元/月
,,,,
整租·贵阳保障房 2室1厅 东南/南,乌当区,50.00㎡,2室1厅1卫,800 元/月
,,,,
整租·亨特国际金融中心 9室0厅 东南,南明区,1400.00㎡,9室0厅2卫,92000 元/月
,,,,
整租·中南林樾 0室0厅 东南,南明区,62.67㎡,,5100 元/月
,,,,
整租·中南林樾 0室0厅 东南,南明区,62.66㎡,,5100 元/月
,,,,
整租·青云小区 4室3厅 东南,南明区,230.00㎡,4室3厅3卫,6800 元/月
,,,,
整租·小店街 2室1厅 东南,白云区,60.00㎡,2室1厅1卫,900 元/月
,,,,
整租·中天花园阳光玉兰园 3室2厅 东,云岩区,125.82㎡,3室2厅1卫,2200 元/月
,,,,
整租·富茂轩 3室2厅 南,观山湖区,128.00㎡,3室2厅2卫,3200 元/月
,,,,
整租·首钢贵州之光光耀组团 1室0厅 南,南明区,79.94㎡,1室0厅0卫,6000 元/月
,,,,
整租·金融橙公寓 5室2厅 南,观山湖区,260.00㎡,5室2厅1卫,6000 元/月
,,,,
整租·富茂轩 4室2厅 南/北,观山湖区,183.00㎡,4室2厅2卫,5200 元/月
,,,,
整租·贵安山语城 4室2厅 东,花溪区,133.00㎡,4室2厅2卫,2500 元/月
,,,,
整租·北大资源梦想城 4室2厅 南/北,观山湖区,120.00㎡,4室2厅1卫,3100 元/月
,,,,
整租·香江花园 2室2厅 东南,花溪区,80.00㎡,2室2厅1卫,1400 元/月
,,,,
整租·黄果树广场 3室2厅 南,云岩区,168.00㎡,3室2厅2卫,3800 元/月
,,,,
整租·中天Plus4组团 3室1厅 南,云岩区,90.00㎡,3室1厅1卫,1400 元/月
,,,,
整租·一鸣·宽城国际 4室2厅 东南,花溪区,147.33㎡,4室2厅2卫,2200 元/月
,,,,
整租·花果园V区 2室1厅 东南,南明区,61.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·世纪商务城 3室2厅 东南,云岩区,188.00㎡,3室2厅2卫,7000 元/月
,,,,
整租·漓江花园 2室1厅 东南,花溪区,83.51㎡,2室1厅1卫,1100 元/月
,,,,
整租·绿地花都 4室2厅 南/北,白云区,140.00㎡,4室2厅2卫,800 元/月
,,,,
整租·二七路29号 2室1厅 南,南明区,70.00㎡,2室1厅1卫,1000 元/月
,,,,
整租·万科理想城D区 3室2厅 东南/南,观山湖区,108.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·金融π公寓 1室1厅 南,观山湖区,50.00㎡,1室1厅1卫,3000 元/月
,,,,
整租·金融橙公寓 1室1厅 西南,观山湖区,43.00㎡,1室1厅1卫,1300 元/月
,,,,
整租·保利温泉新城三期 4室2厅 东南,乌当区,205.00㎡,4室2厅2卫,4800 元/月
,,,,
整租·碧桂园龙城府 4室2厅 西南,贵州双龙航空港经济区,193.00㎡,4室2厅4卫,3500 元/月
,,,,
整租·金融π公寓 1室1厅 东南,观山湖区,50.00㎡,1室1厅1卫,3000 元/月
,,,,
整租·兴关北巷12号 1室2厅 南/北,南明区,50.00㎡,1室2厅1卫,900 元/月
,,,,
整租·金融城MAX 4室2厅 南,观山湖区,305.00㎡,4室2厅0卫,15200 元/月
,,,,
整租·北大资源缤纷广场 2室1厅 南,花溪区,85.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·花果园V区 2室2厅 南,南明区,70.00㎡,2室2厅1卫,1608 元/月
,,,,
整租·花果园K区 3室2厅 南,南明区,100.00㎡,3室2厅2卫,2400 元/月
,,,,
整租·首钢贵州之光光逸组团 2室2厅 东南,南明区,87.00㎡,2室2厅1卫,2400 元/月
,,,,
整租·邮政综合大厦 3室2厅 东南,云岩区,107.00㎡,3室2厅1卫,2700 元/月
,,,,
整租·恒大金阳新世界珑誉 2室2厅 南/北,白云区,89.00㎡,2室2厅1卫,2500 元/月
,,,,
整租·花溪大道北段9号 2室1厅 南/北,南明区,45.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·中铁逸都国际A区 2室1厅 南,观山湖区,50.00㎡,2室1厅1卫,1600 元/月
,,,,
整租·滨湖俊园 1室1厅 南,观山湖区,40.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·中央国际智苑 3室2厅 南,云岩区,85.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·世纪城龙祥苑 2室1厅 南,观山湖区,106.00㎡,2室1厅1卫,2200 元/月
,,,,
整租·恒大金阳新世界观麓 3室2厅 南,白云区,118.56㎡,3室2厅2卫,2800 元/月
,,,,
整租·金融城二期A9组团四达轩 3室2厅 南,观山湖区,127.00㎡,3室2厅2卫,2750 元/月
,,,,
整租·恒大中央公园C区 3室2厅 东,观山湖区,96.84㎡,3室2厅1卫,2500 元/月
,,,,
整租·花果园X区 2室2厅 东,南明区,77.00㎡,2室2厅1卫,1600 元/月
,,,,
整租·未来方舟F4组团 1室1厅 南,云岩区,36.79㎡,1室1厅1卫,1000 元/月
,,,,
整租·花果园V区 2室1厅 南,南明区,50.00㎡,2室1厅1卫,1500 元/月
,,,,
整租·平安巷2号院 2室1厅 南,云岩区,70.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·中天会展城B区七组团 4室2厅 南/北,观山湖区,152.00㎡,4室2厅2卫,3000 元/月
,,,,
整租·北大资源梦想城 1室1厅 南,观山湖区,48.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·富力新天地 1室1厅 南,观山湖区,47.00㎡,1室1厅1卫,1600 元/月
,,,,
整租·花果园S2区 2室1厅 西南,南明区,72.00㎡,2室1厅1卫,1400 元/月
,,,,
整租·花果园T1区 3室1厅 东南,南明区,115.00㎡,3室1厅2卫,2500 元/月
,,,,
整租·优品道·优品城邦 3室2厅 东南/南/北,白云区,150.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·花果园J区 2室2厅 东南,南明区,65.41㎡,2室2厅1卫,1800 元/月
,,,,
整租·中天铭廷 2室1厅 南,观山湖区,89.00㎡,2室1厅1卫,3200 元/月
,,,,
整租·中天会展城B区八组团 3室2厅 南,观山湖区,90.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·亨特国际 3室2厅 东南,南明区,86.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·延安小区 3室2厅 东,云岩区,88.48㎡,3室2厅1卫,1300 元/月
,,,,
整租·金融橙公寓 1室1厅 南,观山湖区,45.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·佳兆业·樾伴山 3室2厅 南,清镇市,108.00㎡,3室2厅2卫,800 元/月
,,,,
整租·广播电台宿舍 1室0厅 西,南明区,16.00㎡,1室0厅0卫,1200 元/月
,,,,
整租·优山美诗 2室1厅 东,云岩区,71.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·神奇路社区 1室2厅 东北,南明区,60.00㎡,1室2厅1卫,1700 元/月
,,,,
整租·幸福家园 2室2厅 东南,南明区,102.00㎡,2室2厅1卫,3000 元/月
,,,,
整租·国际金融街2号 3室1厅 南,南明区,163.00㎡,3室1厅0卫,5300 元/月
,,,,
整租·天华大厦 4室2厅 南/北,云岩区,183.50㎡,4室2厅1卫,3500 元/月
,,,,
整租·最空间 3室1厅 南,南明区,100.00㎡,3室1厅2卫,1500 元/月
,,,,
整租·远大生态风景 3室2厅 东,观山湖区,140.00㎡,3室2厅2卫,3500 元/月
,,,,
整租·金元国际新城南区 3室2厅 复式 南,观山湖区,143.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·罗汉营商住楼 3室2厅 东南,云岩区,98.00㎡,3室2厅1卫,1200 元/月
,,,,
整租·龙泉巷3号 3室1厅 东南,云岩区,80.00㎡,3室1厅1卫,1500 元/月
,,,,
整租·花果园T2区 2室1厅 东南,南明区,65.00㎡,2室1厅1卫,1700 元/月
,,,,
整租·中天未来方舟D3组团 1室1厅 东北,云岩区,53.00㎡,1室1厅0卫,800 元/月
,,,,
整租·佳园小区 2室1厅 西南,南明区,51.00㎡,2室1厅1卫,800 元/月
,,,,
整租·俊发城 4室2厅 南,白云区,150.00㎡,4室2厅2卫,2600 元/月
,,,,
整租·金元国际新城南区 4室2厅 南,观山湖区,190.00㎡,4室2厅2卫,12000 元/月
,,,,
整租·花果园C区 2室1厅 南,南明区,89.00㎡,2室1厅1卫,1700 元/月
,,,,
整租·中天甜蜜小镇5组团 2室1厅 北,云岩区,65.00㎡,2室1厅1卫,1200 元/月
,,,,
整租·金阳新世界水临境 3室2厅 南,观山湖区,105.00㎡,3室2厅1卫,2300 元/月
,,,,
整租·康桥水乡 2室2厅 东南,南明区,88.00㎡,2室2厅1卫,3000 元/月
,,,,
整租·贵钢 3室2厅 南/北,南明区,105.00㎡,3室2厅1卫,1200 元/月
,,,,
整租·龙湾国际 4室2厅 东南,花溪区,140.00㎡,4室2厅2卫,2500 元/月
,,,,
整租·翠微巷5号 2室2厅 东南/南,南明区,87.00㎡,2室2厅1卫,2000 元/月
,,,,
整租·中天月华轩 4室2厅 南,观山湖区,154.00㎡,4室2厅2卫,1100 元/月
,,,,
整租·贵阳理想城 2室1厅 南,南明区,70.00㎡,2室1厅1卫,800 元/月
,,,,
整租·世纪城龙泽苑北区 3室2厅 南,观山湖区,138.00㎡,3室2厅2卫,2600 元/月
,,,,
整租·君悦华庭 3室2厅 东南,南明区,155.00㎡,3室2厅1卫,2800 元/月
,,,,
整租·中天知秋轩 3室2厅 东南,观山湖区,128.00㎡,3室2厅2卫,2800 元/月
,,,,
整租·融创玖境臺 3室2厅 东/南,观山湖区,119.00㎡,3室2厅2卫,4000 元/月
,,,,
整租·世纪城龙泽苑北区 3室2厅 南,观山湖区,135.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·观府壹号四组团 4室2厅 南,观山湖区,188.00㎡,4室2厅3卫,2200 元/月
,,,,
整租·中央公园 3室2厅 东南,云岩区,118.00㎡,3室2厅2卫,3200 元/月
,,,,
整租·贵阳恒大帝景 2室2厅 东南,云岩区,62.45㎡,2室2厅2卫,1000 元/月
,,,,
整租·渔安新城 2室1厅 东南/南,云岩区,75.00㎡,2室1厅1卫,1100 元/月
,,,,
整租·水塔坡安置房 3室2厅 东南,南明区,115.00㎡,3室2厅1卫,1800 元/月
,,,,
整租·优品道·优品城邦 4室2厅 东南/南,白云区,107.00㎡,4室2厅2卫,2200 元/月
,,,,
整租·观山湖一号 2室1厅 南,观山湖区,98.00㎡,2室1厅1卫,2000 元/月
,,,,
整租·北大资源梦想城 1室1厅 南,观山湖区,40.00㎡,1室1厅1卫,1500 元/月
,,,,
整租·万科大都会南区 3室2厅 西南,花溪区,89.00㎡,3室2厅1卫,2000 元/月
,,,,
整租·万科悦城 3室1厅 东南,云岩区,93.00㎡,3室1厅1卫,2300 元/月
,,,,
整租·金阳新世界水临境 3室2厅 西南,观山湖区,105.87㎡,3室2厅1卫,2200 元/月
,,,,
整租·盐务街 3室1厅 东南,云岩区,70.00㎡,3室1厅1卫,1200 元/月
,,,,
整租·旅华苑小区 3室1厅 西南,云岩区,75.00㎡,3室1厅1卫,1500 元/月
,,,,
整租·碧桂园澜山府 3室2厅 东南,云岩区,90.00㎡,3室2厅2卫,1800 元/月
,,,,
整租·金融π公寓 1室1厅 东南,观山湖区,40.00㎡,1室1厅1卫,2000 元/月
,,,,
整租·花果园R1区 3室2厅 南,南明区,127.00㎡,3室2厅2卫,2000 元/月
,,,,
整租·瑞花南巷42号 3室2厅 南,南明区,100.00㎡,3室2厅1卫,1700 元/月
,,,,
整租·花果园U区 3室2厅 东,南明区,90.00㎡,3室2厅1卫,1800 元/月
,,,,
整租·中海城市花园 3室2厅 南/北,花溪区,114.00㎡,3室2厅1卫,1500 元/月
,,,,
整租·万科新都荟 3室2厅 东南,云岩区,112.00㎡,3室2厅2卫,2600 元/月
,,,,
整租·金融π公寓 1室1厅 东南,观山湖区,50.00㎡,1室1厅1卫,1550 元/月
,,,,
整租·优品道.现代城 3室1厅 东南/南,白云区,88.00㎡,3室1厅1卫,1800 元/月
,,,,
整租·达兴花园 1室1厅 东南,云岩区,50.00㎡,1室1厅1卫,500 元/月
,,,,
整租·万科新都荟 3室2厅 南,云岩区,112.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·黄山冲路39号 3室2厅 东南,云岩区,104.00㎡,3室2厅1卫,1100 元/月
,,,,
整租·兰溪谷 3室1厅 东北,云岩区,120.00㎡,3室1厅2卫,1800 元/月
,,,,
整租·麒龙·贵州塔 1室1厅 东南,观山湖区,54.00㎡,1室1厅1卫,1700 元/月
,,,,
整租·金阳新世界水临境 3室2厅 东南,观山湖区,129.00㎡,3室2厅2卫,3200 元/月
,,,,
整租·中天知秋轩 3室2厅 南,观山湖区,128.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·美树阳光 3室2厅 南,南明区,144.00㎡,3室2厅2卫,1600 元/月
,,,,
整租·保利公园2010约克郡 8室4厅 东南,乌当区,245.00㎡,8室4厅6卫,45000 元/月
,,,,
整租·湖山郡 1室1厅 南,观山湖区,59.79㎡,1室1厅1卫,1000 元/月
,,,,
整租·中天帝景传说D区 3室2厅 南/北,观山湖区,131.00㎡,3室2厅2卫,2500 元/月
,,,,
整租·九中教师宿舍 3室1厅 东南,南明区,69.00㎡,3室1厅1卫,1950 元/月
,,,,
整租·建和欣苑 4室2厅 东南,云岩区,190.00㎡,4室2厅2卫,5000 元/月
